dataset,strategy,task_id,expected_task_count,artifact_source,artifact_found,model,passed,error_type,canonical_parse_error,artifact_parse_error,canonical_char_count,artifact_char_count,canonical_line_count,artifact_line_count,canonical_nonempty_line_count,artifact_nonempty_line_count,canonical_parse_ok,artifact_parse_ok,canonical_ast_node_count,artifact_ast_node_count,canonical_function_count,artifact_function_count,canonical_branch_count,artifact_branch_count,canonical_loop_count,artifact_loop_count,canonical_call_count,artifact_call_count,canonical_comprehension_count,artifact_comprehension_count,canonical_return_count,artifact_return_count,canonical_max_control_nesting_depth,artifact_max_control_nesting_depth,canonical_cyclomatic_proxy,artifact_cyclomatic_proxy,lexical_cosine_similarity,token_cosine_similarity,line_count_delta,nonempty_line_count_delta,ast_node_count_delta,branch_count_delta,loop_count_delta,call_count_delta,max_control_nesting_depth_delta,cyclomatic_proxy_delta,line_count_ratio,ast_node_count_ratio,cyclomatic_proxy_ratio
bigcodebench,agentic_no_planner,BigCodeBench/493,200,,0,,,,,empty,1122,0,25,0,24,0,1,0,236,,1,,2,,5,,18,,2,,1,,2,,9,,,,-25,-24,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/495,200,,0,,,,,empty,461,0,12,0,11,0,1,0,95,,1,,0,,1,,5,,0,,1,,1,,2,,,,-12,-11,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/499,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,400,1397,14,43,13,37,1,1,99,106,1,1,0,0,2,2,9,9,0,0,1,1,2,2,3,3,0.4814679924974668,0.9308830364017144,29,24,7,0,0,0,0,0,3.0714285714285716,1.0707070707070707,1.0
bigcodebench,agentic_no_planner,BigCodeBench/50,200,,0,,,,,empty,683,0,17,0,16,0,1,0,135,,1,,0,,1,,10,,1,,1,,1,,2,,,,-17,-16,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/504,200,,0,,,,,empty,411,0,12,0,11,0,1,0,90,,1,,0,,0,,10,,0,,1,,0,,1,,,,-12,-11,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/509,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,1245,3475,30,85,28,78,1,1,234,327,2,1,2,7,2,5,14,23,1,4,2,1,2,3,5,13,0.6161994607138191,0.8973423085663624,55,50,93,5,3,9,1,8,2.8333333333333335,1.3974358974358974,2.6
bigcodebench,agentic_no_planner,BigCodeBench/510,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,408,1328,10,41,9,35,1,1,92,115,1,1,0,1,1,0,8,10,1,0,1,2,1,1,3,2,0.38281330639157496,0.8487174643769767,31,26,23,1,-1,2,0,-1,4.1,1.25,0.6666666666666666
bigcodebench,agentic_no_planner,BigCodeBench/524,200,,0,,,,,empty,964,0,25,0,24,0,1,0,239,,1,,3,,7,,21,,3,,1,,3,,12,,,,-25,-24,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/53,200,,0,,,,,empty,506,0,17,0,16,0,1,0,110,,1,,0,,1,,6,,0,,1,,1,,2,,,,-17,-16,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/539,200,,0,,,,,empty,784,0,22,0,21,0,1,0,160,,1,,2,,1,,14,,0,,1,,1,,4,,,,-22,-21,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/557,200,predictions_executable,1,anthropic/claude-sonnet-4.5,False,AssertionError,,,571,2258,16,60,15,53,1,1,114,247,1,1,2,5,3,3,9,28,2,1,1,2,2,3,6,9,0.687262620034782,0.9237881133195525,44,38,133,3,0,19,1,3,3.75,2.1666666666666665,1.5
bigcodebench,agentic_no_planner,BigCodeBench/559,200,,0,,,,,empty,390,0,11,0,10,0,1,0,130,,1,,0,,0,,5,,0,,1,,0,,1,,,,-11,-10,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/56,200,,0,,,,,empty,312,0,10,0,9,0,1,0,73,,1,,0,,1,,3,,1,,1,,1,,2,,,,-10,-9,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/577,200,,0,,,,,empty,596,0,15,0,14,0,1,0,109,,1,,1,,1,,11,,0,,1,,2,,3,,,,-15,-14,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/579,200,,0,,,,,empty,892,0,24,0,23,0,1,0,161,,1,,1,,2,,13,,0,,1,,3,,4,,,,-24,-23,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/587,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,1095,2196,26,58,25,53,1,1,217,224,1,1,0,0,0,0,22,21,0,0,1,1,0,0,1,1,0.7419331012896176,0.9952921584357417,32,28,7,0,0,-1,0,0,2.230769230769231,1.032258064516129,1.0
bigcodebench,agentic_no_planner,BigCodeBench/595,200,,0,,,,,empty,333,0,13,0,12,0,1,0,93,,1,,0,,2,,7,,1,,1,,2,,3,,,,-13,-12,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/604,200,,0,,,,,empty,468,0,12,0,11,0,1,0,78,,1,,1,,0,,6,,0,,0,,1,,2,,,,-12,-11,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/605,200,,0,,,,,empty,203,0,8,0,7,0,1,0,45,,1,,0,,0,,3,,0,,1,,0,,1,,,,-8,-7,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/607,200,,0,,,,,empty,486,0,14,0,13,0,1,0,126,,1,,0,,1,,7,,0,,1,,1,,2,,,,-14,-13,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/611,200,predictions_executable,1,anthropic/claude-sonnet-4.5,False,SyntaxError,,"SyntaxError: unterminated triple-quoted string literal (detected at line 31) (<unknown>, line 4)",500,1061,14,31,13,25,1,0,129,,1,,0,,1,,9,,0,,1,,1,,2,,0.7199747423381235,0.9035116403824113,17,12,,,,,,,2.2142857142857144,,
bigcodebench,agentic_no_planner,BigCodeBench/614,200,,0,,,,,empty,449,0,13,0,12,0,1,0,100,,1,,0,,1,,5,,0,,1,,1,,2,,,,-13,-12,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/617,200,predictions_executable,1,anthropic/claude-sonnet-4.5,False,AssertionError,,,1188,1399,27,31,26,28,1,1,244,108,3,1,2,1,1,1,19,5,0,0,1,1,1,1,4,3,0.6764567315120218,0.8262763192642104,4,2,-136,-1,0,-14,0,-1,1.1481481481481481,0.4426229508196721,0.75
bigcodebench,agentic_no_planner,BigCodeBench/624,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,337,1040,12,34,11,29,1,1,84,107,1,1,0,0,0,0,5,8,0,0,1,1,0,0,1,1,0.780266893518348,0.9713770072795647,22,18,23,0,0,3,0,0,2.8333333333333335,1.2738095238095237,1.0
bigcodebench,agentic_no_planner,BigCodeBench/625,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,374,957,11,33,10,28,1,1,69,72,1,1,0,0,1,1,4,4,0,0,1,1,1,1,2,2,0.6366239882293774,0.8371314958918589,22,18,3,0,0,0,0,0,3.0,1.0434782608695652,1.0
bigcodebench,agentic_no_planner,BigCodeBench/637,200,,0,,,,,empty,801,0,18,0,17,0,1,0,185,,1,,0,,2,,15,,2,,1,,1,,3,,,,-18,-17,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/639,200,,0,,,,,empty,460,0,12,0,11,0,1,0,124,,1,,0,,2,,10,,2,,1,,1,,3,,,,-12,-11,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/642,200,,0,,,,,empty,566,0,16,0,15,0,1,0,122,,1,,1,,2,,9,,0,,1,,3,,4,,,,-16,-15,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/645,200,predictions_executable,1,anthropic/claude-sonnet-4.5,False,AssertionError,,,352,941,12,35,11,29,1,1,84,62,1,1,2,1,0,0,7,4,0,0,2,1,1,1,3,2,0.7024673833783494,0.9531046156684,23,18,-22,-1,0,-3,0,-1,2.9166666666666665,0.7380952380952381,0.6666666666666666
bigcodebench,agentic_no_planner,BigCodeBench/647,200,,0,,,,,empty,506,0,12,0,11,0,1,0,93,,1,,0,,0,,9,,0,,1,,0,,1,,,,-12,-11,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/650,200,,0,,,,,empty,387,0,11,0,10,0,1,0,80,,1,,0,,0,,7,,0,,1,,0,,1,,,,-11,-10,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/651,200,,0,,,,,empty,445,0,15,0,14,0,1,0,106,,2,,1,,0,,7,,0,,1,,1,,2,,,,-15,-14,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/656,200,,0,,,,,empty,452,0,13,0,12,0,1,0,86,,1,,0,,0,,7,,0,,1,,0,,1,,,,-13,-12,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/657,200,,0,,,,,empty,585,0,14,0,13,0,1,0,117,,1,,2,,3,,7,,3,,2,,1,,6,,,,-14,-13,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/658,200,,0,,,,,empty,706,0,15,0,14,0,1,0,141,,1,,1,,3,,14,,3,,1,,1,,5,,,,-15,-14,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/659,200,,0,,,,,empty,342,0,13,0,12,0,1,0,113,,1,,0,,1,,8,,0,,1,,1,,2,,,,-13,-12,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/66,200,,0,,,,,empty,300,0,9,0,8,0,1,0,86,,1,,0,,0,,5,,0,,1,,0,,1,,,,-9,-8,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/663,200,,0,,,,"IndentationError: unindent does not match any outer indentation level (<unknown>, line 6)",empty,423,0,17,0,12,0,0,0,,,,,,,,,,,,,,,,,,,,,-17,-12,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/67,200,,0,,,,,empty,352,0,11,0,10,0,1,0,90,,1,,1,,1,,7,,0,,1,,2,,3,,,,-11,-10,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/671,200,,0,,,,,empty,398,0,14,0,13,0,1,0,101,,1,,1,,1,,9,,0,,1,,1,,3,,,,-14,-13,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/672,200,,0,,,,,empty,435,0,16,0,15,0,1,0,98,,1,,1,,0,,10,,0,,1,,1,,2,,,,-16,-15,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/676,200,,0,,,,,empty,462,0,15,0,13,0,1,0,109,,2,,2,,1,,4,,1,,4,,2,,4,,,,-15,-13,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/68,200,,0,,,,,empty,256,0,8,0,7,0,1,0,62,,1,,0,,0,,3,,0,,1,,0,,1,,,,-8,-7,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/686,200,,0,,,,,empty,306,0,8,0,7,0,1,0,57,,1,,0,,2,,4,,1,,1,,1,,3,,,,-8,-7,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/690,200,,0,,,,,empty,238,0,10,0,9,0,1,0,63,,1,,0,,0,,4,,0,,1,,0,,1,,,,-10,-9,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/698,200,,0,,,,,empty,315,0,8,0,7,0,1,0,69,,1,,0,,0,,3,,0,,1,,0,,1,,,,-8,-7,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/700,200,,0,,,,,empty,241,0,9,0,8,0,1,0,56,,1,,0,,0,,4,,0,,1,,0,,1,,,,-9,-8,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/708,200,,0,,,,,empty,485,0,15,0,14,0,1,0,114,,1,,0,,1,,9,,0,,1,,1,,2,,,,-15,-14,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/714,200,,0,,,,,empty,241,0,8,0,7,0,1,0,40,,1,,0,,0,,3,,0,,1,,0,,1,,,,-8,-7,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/718,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,440,1064,11,32,10,27,1,1,110,118,1,1,1,1,2,2,9,9,2,2,2,2,1,1,4,4,0.6379536330631278,0.9374495414309875,21,17,8,0,0,0,0,0,2.909090909090909,1.0727272727272728,1.0
bigcodebench,agentic_no_planner,BigCodeBench/722,200,,0,,,,,empty,421,0,15,0,14,0,1,0,82,,1,,0,,0,,6,,0,,1,,0,,1,,,,-15,-14,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/723,200,,0,,,,,empty,651,0,22,0,21,0,1,0,151,,1,,1,,2,,12,,1,,1,,2,,4,,,,-22,-21,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/725,200,,0,,,,,empty,406,0,11,0,10,0,1,0,82,,1,,0,,1,,6,,0,,0,,1,,2,,,,-11,-10,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/729,200,,0,,,,,empty,434,0,14,0,13,0,1,0,104,,1,,1,,1,,8,,1,,1,,2,,3,,,,-14,-13,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/73,200,,0,,,,,empty,480,0,16,0,15,0,1,0,137,,1,,0,,0,,8,,0,,1,,0,,1,,,,-16,-15,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/731,200,,0,,,,,empty,494,0,13,0,12,0,1,0,100,,1,,0,,0,,6,,0,,1,,0,,1,,,,-13,-12,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/742,200,,0,,,,,empty,476,0,12,0,11,0,1,0,86,,1,,2,,0,,7,,0,,1,,1,,3,,,,-12,-11,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/752,200,,0,,,,,empty,1173,0,23,0,22,0,1,0,193,,1,,6,,1,,15,,1,,1,,2,,9,,,,-23,-22,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/757,200,,0,,,,,empty,202,0,7,0,6,0,1,0,51,,2,,0,,0,,5,,0,,1,,0,,1,,,,-7,-6,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/759,200,,0,,,,,empty,412,0,11,0,10,0,1,0,84,,1,,0,,2,,6,,0,,1,,2,,3,,,,-11,-10,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/764,200,,0,,,,,empty,1052,0,22,0,21,0,1,0,191,,1,,6,,1,,17,,0,,1,,2,,8,,,,-22,-21,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/767,200,,0,,,,,empty,221,0,8,0,7,0,1,0,42,,1,,0,,1,,3,,1,,1,,1,,2,,,,-8,-7,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/772,200,,0,,,,,empty,433,0,12,0,11,0,1,0,83,,1,,1,,0,,5,,0,,1,,1,,2,,,,-12,-11,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/791,200,,0,,,,,empty,417,0,14,0,13,0,1,0,115,,1,,1,,2,,9,,2,,2,,1,,4,,,,-14,-13,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/798,200,predictions_executable,1,anthropic/claude-sonnet-4.5,False,AssertionError,,,564,1079,15,37,14,29,1,1,110,64,1,1,4,2,0,0,7,4,0,0,3,2,1,1,5,3,0.7495510058848948,0.9425030034507942,22,15,-46,-2,0,-3,0,-2,2.466666666666667,0.5818181818181818,0.6
bigcodebench,agentic_no_planner,BigCodeBench/800,200,,0,,,,,empty,1029,0,27,0,24,0,1,0,211,,3,,1,,3,,14,,0,,1,,2,,5,,,,-27,-24,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/806,200,,0,,,,,empty,424,0,13,0,12,0,1,0,113,,1,,0,,2,,11,,2,,1,,1,,3,,,,-13,-12,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/81,200,,0,,,,,empty,343,0,14,0,11,0,1,0,51,,2,,0,,0,,3,,0,,2,,0,,1,,,,-14,-11,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/820,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,353,832,10,33,9,27,1,1,76,83,1,1,1,1,2,2,6,6,2,1,1,1,1,2,5,5,0.7943708448348482,0.9757135589672528,23,18,7,0,0,0,1,0,3.3,1.0921052631578947,1.0
bigcodebench,agentic_no_planner,BigCodeBench/823,200,,0,,,,,empty,356,0,14,0,13,0,1,0,97,,1,,0,,1,,8,,0,,1,,1,,2,,,,-14,-13,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/828,200,,0,,,,,empty,362,0,14,0,13,0,1,0,76,,1,,2,,0,,5,,0,,1,,2,,3,,,,-14,-13,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/832,200,,0,,,,,empty,385,0,14,0,13,0,1,0,82,,1,,2,,0,,6,,0,,2,,2,,4,,,,-14,-13,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/833,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,414,1910,10,50,9,43,1,1,86,100,1,2,0,1,2,2,6,7,2,1,1,1,1,1,3,4,0.5141300404807089,0.9594874734696872,40,34,14,1,0,1,0,1,5.0,1.1627906976744187,1.3333333333333333
bigcodebench,agentic_no_planner,BigCodeBench/842,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,704,764,16,17,15,16,1,1,128,140,1,1,0,1,1,1,11,11,0,0,1,1,1,1,2,3,0.9382149288661169,0.9842664032619513,1,1,12,1,0,0,0,1,1.0625,1.09375,1.5
bigcodebench,agentic_no_planner,BigCodeBench/844,200,,0,,,,,empty,732,0,20,0,19,0,1,0,157,,1,,1,,1,,15,,0,,1,,1,,4,,,,-20,-19,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/845,200,,0,,,,,empty,812,0,22,0,21,0,1,0,224,,1,,1,,3,,22,,3,,1,,1,,5,,,,-22,-21,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/846,200,,0,,,,,empty,381,0,11,0,10,0,1,0,87,,1,,1,,1,,8,,1,,2,,1,,3,,,,-11,-10,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/867,200,,0,,,,,empty,296,0,10,0,9,0,1,0,68,,1,,0,,1,,4,,0,,1,,1,,2,,,,-10,-9,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/868,200,,0,,,,,empty,419,0,12,0,11,0,1,0,85,,1,,2,,1,,6,,0,,1,,2,,4,,,,-12,-11,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/876,200,,0,,,,,empty,516,0,14,0,13,0,1,0,95,,1,,1,,0,,8,,0,,1,,1,,2,,,,-14,-13,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/886,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,493,2050,11,59,10,53,1,1,105,126,1,1,2,2,1,0,8,10,1,0,1,1,2,1,4,3,0.6184432839099883,0.927878303733878,48,43,21,0,-1,2,-1,-1,5.363636363636363,1.2,0.75
bigcodebench,agentic_no_planner,BigCodeBench/89,200,predictions_executable,1,anthropic/claude-sonnet-4.5,False,TimeoutError,,,868,2441,22,63,21,57,1,1,204,246,1,1,0,0,0,0,16,24,0,0,1,1,0,0,1,1,0.6308023828014016,0.9410318571533877,41,36,42,0,0,8,0,0,2.8636363636363638,1.2058823529411764,1.0
bigcodebench,agentic_no_planner,BigCodeBench/895,200,predictions_executable,1,anthropic/claude-sonnet-4.5,False,AssertionError,,,385,1442,14,40,13,35,1,1,100,159,1,1,0,0,0,0,8,11,0,0,1,1,0,0,1,1,0.739858708291057,0.9343316258330481,26,22,59,0,0,3,0,0,2.857142857142857,1.59,1.0
bigcodebench,agentic_no_planner,BigCodeBench/904,200,,0,,,,,empty,351,0,14,0,13,0,1,0,90,,1,,2,,1,,5,,0,,1,,2,,4,,,,-14,-13,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/908,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,395,1438,14,47,13,41,1,1,95,152,1,1,1,0,1,2,7,11,0,1,1,1,2,1,3,3,0.6042412257639895,0.894688416218331,33,28,57,-1,1,4,-1,0,3.357142857142857,1.6,1.0
bigcodebench,agentic_no_planner,BigCodeBench/92,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,913,1955,21,51,20,45,1,1,190,210,1,1,2,2,0,0,13,13,0,0,1,1,1,1,4,4,0.8592331834998415,0.9891980606551911,30,25,20,0,0,0,0,0,2.4285714285714284,1.105263157894737,1.0
bigcodebench,agentic_no_planner,BigCodeBench/920,200,,0,,,,,empty,249,0,9,0,8,0,1,0,50,,1,,0,,0,,4,,0,,1,,0,,1,,,,-9,-8,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/926,200,predictions_executable,1,anthropic/claude-sonnet-4.5,False,AssertionError,,,358,1324,11,37,10,32,1,1,76,76,1,1,1,0,0,0,4,4,0,0,1,1,1,0,2,1,0.6140060342208993,0.9630824016989462,26,22,0,-1,0,0,-1,-1,3.3636363636363638,1.0,0.5
bigcodebench,agentic_no_planner,BigCodeBench/927,200,,0,,,,,empty,332,0,9,0,8,0,1,0,75,,1,,0,,0,,4,,0,,1,,0,,1,,,,-9,-8,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/937,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,191,876,7,26,6,21,1,1,34,41,1,1,0,0,0,0,3,3,0,0,1,1,0,0,1,1,0.4711428474315455,0.9052585304723765,19,15,7,0,0,0,0,0,3.7142857142857144,1.2058823529411764,1.0
bigcodebench,agentic_no_planner,BigCodeBench/938,200,predictions_executable,1,anthropic/claude-sonnet-4.5,False,AssertionError,,,445,1195,11,31,9,26,1,1,85,63,2,2,1,0,0,0,7,4,0,0,3,1,1,0,2,1,0.4371261472239648,0.7805212078928871,20,17,-22,-1,0,-3,-1,-1,2.8181818181818183,0.7411764705882353,0.5
bigcodebench,agentic_no_planner,BigCodeBench/942,200,predictions_executable,1,anthropic/claude-sonnet-4.5,False,SyntaxError,,"SyntaxError: leading zeros in decimal integer literals are not permitted; use an 0o prefix for octal integers (<unknown>, line 1)",892,1016,22,33,21,28,1,0,184,,1,,0,,2,,10,,0,,1,,2,,3,,0.6833810277882598,0.754881716768759,11,7,,,,,,,1.5,,
bigcodebench,agentic_no_planner,BigCodeBench/945,200,,0,,,,,empty,672,0,15,0,14,0,1,0,153,,1,,0,,0,,13,,0,,1,,0,,1,,,,-15,-14,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/947,200,,0,,,,,empty,603,0,13,0,12,0,1,0,137,,1,,1,,0,,14,,0,,1,,1,,2,,,,-13,-12,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/953,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,689,2598,22,70,21,61,1,1,159,204,1,1,3,4,1,2,14,17,0,0,1,1,2,2,5,7,0.513139764447557,0.9358242261642182,48,40,45,1,1,3,0,2,3.1818181818181817,1.2830188679245282,1.4
bigcodebench,agentic_no_planner,BigCodeBench/956,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,410,1432,13,48,12,42,1,1,117,143,1,1,1,3,2,1,8,14,1,0,1,1,1,3,4,5,0.7487277939870698,0.9042697110999043,35,30,26,2,-1,6,2,1,3.6923076923076925,1.2222222222222223,1.25
bigcodebench,agentic_no_planner,BigCodeBench/965,200,,0,,,,,empty,616,0,16,0,15,0,1,0,139,,1,,3,,2,,9,,0,,2,,3,,7,,,,-16,-15,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/966,200,,0,,,,,empty,349,0,12,0,11,0,1,0,81,,1,,0,,0,,7,,0,,1,,0,,1,,,,-12,-11,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/967,200,,0,,,,,empty,435,0,13,0,12,0,1,0,119,,1,,0,,0,,7,,0,,1,,0,,1,,,,-13,-12,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/973,200,predictions_executable,1,anthropic/claude-sonnet-4.5,False,AssertionError,,,809,2049,19,53,18,46,1,1,174,203,1,1,4,6,1,2,13,12,0,1,1,1,2,2,7,9,0.7480412883444972,0.8964030816561606,34,28,29,2,1,-1,0,2,2.789473684210526,1.1666666666666667,1.2857142857142858
bigcodebench,agentic_no_planner,BigCodeBench/979,200,,0,,,,,empty,544,0,14,0,13,0,1,0,108,,1,,1,,0,,6,,0,,1,,1,,2,,,,-14,-13,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/980,200,,0,,,,,empty,528,0,16,0,15,0,1,0,106,,1,,1,,0,,7,,0,,1,,1,,2,,,,-16,-15,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/982,200,,0,,,,,empty,633,0,20,0,19,0,1,0,179,,1,,1,,0,,11,,0,,1,,1,,2,,,,-20,-19,,,,,,,0.0,,
bigcodebench,agentic_no_planner,BigCodeBench/987,200,,0,,,,,empty,976,0,26,0,25,0,1,0,202,,1,,2,,1,,17,,0,,2,,2,,4,,,,-26,-25,,,,,,,0.0,,
bigcodebench,agentic_plus_verifier,BigCodeBench/1003,200,,0,,,,,empty,677,0,21,0,20,0,1,0,122,,1,,3,,2,,9,,1,,1,,2,,6,,,,-21,-20,,,,,,,0.0,,
bigcodebench,agentic_plus_verifier,BigCodeBench/1005,200,,0,,,,,empty,626,0,18,0,17,0,1,0,121,,1,,3,,0,,8,,0,,2,,2,,4,,,,-18,-17,,,,,,,0.0,,
bigcodebench,agentic_plus_verifier,BigCodeBench/1016,200,,0,,,,,empty,861,0,25,0,24,0,1,0,165,,1,,3,,0,,14,,0,,1,,2,,5,,,,-25,-24,,,,,,,0.0,,
bigcodebench,agentic_plus_verifier,BigCodeBench/1029,200,,0,,,,,empty,302,0,9,0,8,0,1,0,73,,1,,0,,1,,5,,1,,1,,1,,2,,,,-9,-8,,,,,,,0.0,,
bigcodebench,agentic_plus_verifier,BigCodeBench/103,200,,0,,,,,empty,687,0,17,0,16,0,1,0,118,,1,,2,,0,,9,,0,,1,,2,,4,,,,-17,-16,,,,,,,0.0,,
bigcodebench,agentic_plus_verifier,BigCodeBench/104,200,,0,,,,,empty,803,0,17,0,16,0,1,0,175,,2,,1,,2,,13,,1,,1,,2,,5,,,,-17,-16,,,,,,,0.0,,
bigcodebench,agentic_plus_verifier,BigCodeBench/1042,200,predictions_executable,1,anthropic/claude-sonnet-4.5,False,AssertionError,,,796,2165,24,65,23,59,1,1,164,237,1,1,0,2,0,0,15,22,0,0,0,1,0,2,1,4,0.6776422992740578,0.8969367723705622,41,36,73,2,0,7,2,3,2.7083333333333335,1.4451219512195121,4.0
bigcodebench,agentic_plus_verifier,BigCodeBench/1050,200,,0,,,,,empty,583,0,18,0,17,0,1,0,127,,1,,2,,1,,10,,0,,1,,2,,4,,,,-18,-17,,,,,,,0.0,,
bigcodebench,agentic_plus_verifier,BigCodeBench/1051,200,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,720,2333,17,58,16,52,1,1,175,161,1,1,2,2,1,1,20,16,1,1,2,2,1,1,4,4,0.6766772802426538,0.9711746345198328,41,36,-14,0,0,-4,0,0,3.411764705882353,0.92,1.0
